"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","over50"
57," Self-emp-inc",258883," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",5178,0,60," Hungary"," >50K"
50," Self-emp-not-inc",27539," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
48," ?",193047," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," >50K"
51," Local-gov",88120," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
19," Private",219300," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
35," Federal-gov",20469," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," Philippines"," <=50K"
34," Private",103596," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",154422," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"
31," Local-gov",153005," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
17," Private",317702," 9th",5," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
29," Self-emp-not-inc",160786," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
48," Self-emp-not-inc",171986," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,15," United-States"," <=50K"
57," Private",104272," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",126129," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
26," Private",109186," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," Germany"," <=50K"
26," Private",226288," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
47," Federal-gov",227244," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,50," United-States"," >50K"
52," Private",81859," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States"," >50K"
56," Private",244605," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",368739," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
31," Private",382368," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
34," Self-emp-inc",207668," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,54," ?"," >50K"
42," Federal-gov",46366," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
45," Private",38950," Bachelors",13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",63564," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
44," Local-gov",24982," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
59," Private",121865," HS-grad",9," Divorced"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
58," Private",205410," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
61," Self-emp-inc",148577," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," >50K"
53," Private",182855," 10th",6," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,48," United-States"," <=50K"
48," Private",216214," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",115895," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
37," Private",377798," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3103,0,40," United-States"," >50K"
21," Private",163595," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
31," Private",363130," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
62," Local-gov",140851," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," >50K"
20," ?",129240," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
36," Self-emp-not-inc",313853," Bachelors",13," Divorced"," Other-service"," Unmarried"," Black"," Male",0,0,45," United-States"," >50K"
43," Self-emp-not-inc",176069," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,16," United-States"," <=50K"
49," State-gov",213307," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",102632," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,41," United-States"," <=50K"
44," Private",103459," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States"," >50K"
32," Private",99646," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
52," Private",310045," 9th",5," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,30," China"," <=50K"
27," Private",209205," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
47," Private",184402," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,32," United-States"," <=50K"
38," Private",102350," Some-college",10," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
76," ?",42209," 9th",5," Widowed"," ?"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"
37," Private",30267," 11th",7," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,60," United-States"," >50K"
43," Private",125461," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,55," United-States"," >50K"
19," Private",139466," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
49," Private",195956," Bachelors",13," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
39," Private",202027," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,45," United-States"," >50K"
50," Private",116933," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,33," United-States"," <=50K"
41," Local-gov",144995," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
44," Private",185057," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
18," Private",74539," 10th",6," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
67," Local-gov",204123," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,10," United-States"," <=50K"
33," Self-emp-inc",117963," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,60," United-States"," >50K"
37," Private",186191," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,45," ?"," <=50K"
25," Private",503012," 5th-6th",3," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Mexico"," <=50K"
59," Self-emp-inc",200453," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",35890," Assoc-acdm",12," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
18," ?",201299," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
58," Private",281792," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
38," Private",187870," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,90," United-States"," >50K"
42," ?",240027," HS-grad",9," Divorced"," ?"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
61," Private",198078," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
46," Private",155489," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
59," State-gov",349910," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",10605,0,50," United-States"," >50K"
51," Private",302146," 11th",7," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
48," Private",36177," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
36," Private",279615," Bachelors",13," Divorced"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
51," Local-gov",146325," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1887,40," United-States"," >50K"
50," Private",34067," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
30," Federal-gov",314310," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
26," Private",58371," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
51," Federal-gov",237819," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
45," Private",273435," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
62," Private",150693," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,42," United-States"," <=50K"
40," Private",331651," Some-college",10," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
38," Private",193026," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Iran"," <=50K"
35," Private",292185," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
53," Private",374588," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,60," United-States"," <=50K"
41," State-gov",214985," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
41," Self-emp-not-inc",214541," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,1590,40," United-States"," <=50K"
19," Private",264593," Some-college",10," Never-married"," Sales"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",149184," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States"," >50K"
60," Private",181200," 12th",8," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",106179," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," Canada"," <=50K"
43," Private",164693," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
47," Private",344916," Assoc-acdm",12," Divorced"," Transport-moving"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
45," Self-emp-inc",191776," Masters",14," Divorced"," Sales"," Unmarried"," White"," Female",25236,0,42," United-States"," >50K"
27," Private",341504," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
36," Private",185099," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"
29," Private",251694," Bachelors",13," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
41," Private",213055," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," Other"," Female",0,0,50," United-States"," <=50K"
51," Self-emp-not-inc",208003," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
37," Private",48268," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
27," Private",249315," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,44," United-States"," <=50K"
22," Private",169188," HS-grad",9," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
29," ?",207032," HS-grad",9," Married-spouse-absent"," ?"," Unmarried"," Black"," Female",0,0,42," Haiti"," <=50K"
28," Private",215955," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,40," United-States"," >50K"
23," Private",119838," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
44," Private",202872," Assoc-acdm",12," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
21," Private",256356," 11th",7," Never-married"," Priv-house-serv"," Other-relative"," White"," Female",0,0,40," Mexico"," <=50K"
51," Private",192182," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
30," Private",186932," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",5178,0,75," United-States"," >50K"
25," Private",310864," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," Black"," Male",0,0,40," ?"," <=50K"
53," Private",91911," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," Black"," Female",0,0,48," United-States"," <=50K"
54," Private",143804," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",371987," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
54," Private",97778," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
61," Private",101265," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,43," United-States"," <=50K"
21," Private",50411," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
41," Private",149909," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
45," Private",341762," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States"," >50K"
43," Private",265266," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
51," Private",79324," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
42," Self-emp-inc",123838," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,50," United-States"," >50K"
23," Private",193586," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",3908,0,40," United-States"," <=50K"
24," Private",122234," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,20," ?"," <=50K"
20," Self-emp-not-inc",263498," Assoc-voc",11," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
19," Private",278870," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,16," United-States"," <=50K"
18," Private",187240," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,18," United-States"," <=50K"
67," Private",105438," HS-grad",9," Separated"," Machine-op-inspct"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
32," Federal-gov",164707," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
34," Private",234537," Assoc-acdm",12," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
47," Self-emp-inc",79627," Prof-school",15," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",27828,0,50," United-States"," >50K"
51," Local-gov",203334," Doctorate",16," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States"," >50K"
17," ?",333100," 10th",6," Never-married"," ?"," Own-child"," White"," Male",1055,0,30," United-States"," <=50K"
39," Private",421633," Some-college",10," Divorced"," Protective-serv"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"
30," Private",205659," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," Thailand"," >50K"
55," Private",141727," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",3464,0,40," United-States"," <=50K"
59," ?",372020," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," >50K"
75," Self-emp-inc",125197," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,26," United-States"," <=50K"
34," Local-gov",93886," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,46," United-States"," >50K"
26," Private",258768," Some-college",10," Never-married"," Transport-moving"," Not-in-family"," Black"," Male",2174,0,75," United-States"," <=50K"
64," ?",239529," 11th",7," Widowed"," ?"," Not-in-family"," White"," Female",3674,0,35," United-States"," <=50K"
39," Private",56118," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
56," Private",318329," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
42," Private",175943," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",7298,0,35," United-States"," >50K"
19," Private",86860," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"
20," State-gov",147280," HS-grad",9," Never-married"," Other-service"," Other-relative"," Other"," Male",0,0,40," United-States"," <=50K"
41," Private",104196," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
41," Private",172828," 9th",5," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,55," Outlying-US(Guam-USVI-etc)"," <=50K"
28," Private",183155," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
30," State-gov",111883," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
48," Self-emp-inc",213140," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
47," State-gov",188386," Masters",14," Separated"," Prof-specialty"," Not-in-family"," White"," Male",0,0,38," United-States"," <=50K"
38," Self-emp-inc",125324," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,80," United-States"," >50K"
54," Private",327769," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",94744," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,20," United-States"," <=50K"
60," Private",338345," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," >50K"
31," Private",150441," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
37," State-gov",74163," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
60," Local-gov",204062," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,48," United-States"," >50K"
82," Self-emp-not-inc",240491," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Cuba"," <=50K"
24," Private",220426," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",238867," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,1602,40," United-States"," <=50K"
25," Private",234057," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
26," Private",223464," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",189924," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
36," Private",154835," HS-grad",9," Separated"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," Philippines"," <=50K"
43," Private",118308," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,50," United-States"," >50K"
21," Federal-gov",99199," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,36," United-States"," <=50K"
28," ?",223745," Some-college",10," Never-married"," ?"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
35," Private",186110," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
45," Private",151267," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," >50K"
49," State-gov",185800," Masters",14," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",7430,0,40," United-States"," >50K"
55," Private",169071," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
22," Private",127647," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,36," United-States"," <=50K"
42," Self-emp-inc",78765," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,90," United-States"," >50K"
18," State-gov",30687," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"
23," Private",182342," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",201734," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,48," United-States"," <=50K"
57," State-gov",250976," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
22," ?",120572," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
31," Private",160594," Assoc-acdm",12," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,3," United-States"," <=50K"
26," Private",515025," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
53," Federal-gov",155594," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
31," Private",186787," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,42," United-States"," <=50K"
33," ?",314913," 11th",7," Divorced"," ?"," Own-child"," White"," Male",0,0,53," United-States"," <=50K"
42," Private",266084," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,45," United-States"," >50K"
62," Private",209844," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
61," Local-gov",167347," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
58," Local-gov",147428," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
29," ?",95108," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
30," ?",159589," Masters",14," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,46," United-States"," >50K"
76," Self-emp-not-inc",174309," Masters",14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,10," United-States"," <=50K"
23," Private",174461," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
48," Private",149640," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",127111," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"
81," ?",147097," Bachelors",13," Widowed"," ?"," Not-in-family"," White"," Male",0,0,5," United-States"," <=50K"
33," Federal-gov",177945," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
42," Federal-gov",34218," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,50," United-States"," >50K"
24," Private",164529," 12th",8," Never-married"," Farming-fishing"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
36," Private",316298," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",48779," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
24," Private",296045," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2635,0,38," United-States"," <=50K"
25," Private",108301," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
21," Private",212661," 10th",6," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,39," United-States"," <=50K"
38," Private",380543," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"
52," Private",90189," 7th-8th",4," Divorced"," Priv-house-serv"," Own-child"," Black"," Female",0,0,16," United-States"," <=50K"
17," Private",225211," 9th",5," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,35," United-States"," <=50K"
45," Private",170871," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,60," United-States"," >50K"
36," State-gov",166606," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",191628," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," Black"," Male",2174,0,40," United-States"," <=50K"
42," Private",227397," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
41," Self-emp-not-inc",26598," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",213002," 12th",8," Never-married"," Sales"," Not-in-family"," White"," Male",4650,0,50," United-States"," <=50K"
28," Private",469864," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
17," Private",186677," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,12," United-States"," <=50K"
21," Private",193219," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,35," Jamaica"," <=50K"
63," ?",447079," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Male",0,0,15," United-States"," <=50K"
25," Private",208117," Bachelors",13," Never-married"," Prof-specialty"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
35," Federal-gov",35309," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,28," ?"," <=50K"
30," Private",94413," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
44," Self-emp-not-inc",277783," Masters",14," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,99," United-States"," <=50K"
45," Private",170099," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
18," Private",161063," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",183342," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," >50K"
32," State-gov",443546," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
